Datetime,Open,High,Low,Close,Volume,RSI_14,ATR_50,EMA_20,EMA_50,dist_ema20_pct,dist_ema50_pct,VWAP_20,dist_vwap_pct,MACD_line,MACD_signal,MACD_hist,RVOL_20,ER_Kaufman_10,Gap_pct,ADX_14,ROC_10,Momentum_10,Volatility_20,SMA_10,dist_bb_upper_pct,dist_bb_lower_pct,Candle_Body,Candle_Range,Upper_Wick,Lower_Wick
2023-07-31 09:30:00-04:00,8.949999809265137,9.489999771118164,8.949999809265137,9.399999618530273,8076,25.359765989965098,0.22817205429077148,9.399999618530273,9.399999618530273,0.0,0.0,9.127765179408748,-3.8099736310272023,0.0,0.0,0.0,0.0,-0.3834166341005231,0.0,100.0,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.4499998092651367,0.5399999618530273,0.09000015258789062,0.0
2023-07-31 10:30:00-04:00,9.399999618530273,9.489999771118164,9.229999542236328,9.350000381469727,6600,25.359765989965098,0.22817205429077148,9.395237786429268,9.398038864135742,-0.4814929221364015,-0.5111543308182873,9.127765179408748,-3.8099736310272023,-0.003988543127336541,-0.0007977086254673083,-0.003190834501869233,0.0,-0.3834166341005231,0.0,100.0,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.049999237060546875,0.26000022888183594,0.09000015258789062,0.12000083923339844
2023-07-31 11:30:00-04:00,9.350000381469727,9.489999771118164,9.350000381469727,9.375,2852,25.359765989965098,0.22817205429077148,9.393310378197908,9.397135379267674,-0.19492998166447223,-0.23555454268020512,9.127765179408748,-3.8099736310272023,-0.005073745032353472,-0.001652915906844541,-0.0034208291255089307,0.0,-0.3834166341005231,0.0,100.0,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.024999618530273438,0.1399993896484375,0.11499977111816406,0.0
2023-07-31 12:30:00-04:00,9.489999771118164,9.489999771118164,9.34000015258789,9.430000305175781,3337,25.359765989965098,0.22817205429077148,9.396804656957707,9.398424199891522,0.3532652793148659,0.33597233549666095,9.127765179408748,-3.8099736310272023,-0.0014786652569345193,-0.0016180657768625367,0.00013940051992801733,0.0,-0.3834166341005231,0.012266642252604166,100.0,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.05999946594238281,0.14999961853027344,0.0,0.09000015258789062
2023-07-31 13:30:00-04:00,9.257699966430664,9.257699966430664,9.257699966430664,9.257699966430664,265,25.359765989965098,0.22817205429077148,9.383556591193226,9.392905602500901,-1.3412465043444493,-1.43944421238768,9.127765179408748,-3.8099736310272023,-0.012389912794244395,-0.0037724351803389085,-0.008617477613905487,0.0,-0.3834166341005231,-0.01827150934985101,100.0,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.0,0.0,0.0,0.0
2023-07-31 14:30:00-04:00,9.420000076293945,9.420000076293945,9.420000076293945,9.420000076293945,357,25.359765989965098,0.22817205429077148,9.387027399298056,9.393968130884943,0.3512579179043965,0.2771134098636764,9.127765179408748,-3.8099736310272023,-0.007850398108805834,-0.004588027766032294,-0.00326237034277354,0.0,-0.3834166341005231,0.017531364210527183,91.2815578564285,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.0,0.0,0.0,0.0
2023-07-31 15:30:00-04:00,9.399999618530273,9.505000114440918,9.399999618530273,9.4350004196167,1465,25.359765989965098,0.22817205429077148,9.39159625837602,9.395577240246972,0.46215957379947825,0.4195929463583549,9.127765179408748,-3.8099736310272023,-0.0030077264735695053,-0.004271967507539736,0.0012642410339702304,0.0,-0.3834166341005231,-0.002123190828204381,86.24632961233884,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.03500080108642578,0.10500049591064453,0.06999969482421875,0.0
2023-08-01 09:30:00-04:00,9.239999771118164,9.369999885559082,9.229999542236328,9.279999732971191,5609,25.359765989965098,0.22817205429077148,9.380968017861276,9.391044788981254,-1.0763098722630984,-1.1824568885067506,9.127765179408748,-3.8099736310272023,-0.011544061574680242,-0.005726386320967837,-0.005817675253712405,0.0,-0.3834166341005231,-0.020667794364174194,75.8028473327804,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.039999961853027344,0.1400003433227539,0.09000015258789062,0.010000228881835938
2023-08-01 10:30:00-04:00,9.1274995803833,9.199999809265137,9.1274995803833,9.199999809265137,1930,25.359765989965098,0.22817205429077148,9.36373295037593,9.383552828992386,-1.7485883245337481,-1.9561143105639562,9.127765179408748,-3.8099736310272023,-0.02448227744441489,-0.00947756454565725,-0.015004712898757641,0.0,-0.3834166341005231,-0.01643320657069291,69.42562857314225,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.07250022888183594,0.07250022888183594,0.0,0.0
2023-08-01 12:30:00-04:00,9.141500473022461,9.141500473022461,9.081999778747559,9.081999778747559,983,25.359765989965098,0.22817205429077148,9.336901219744655,9.371727219178863,-2.7300432445194907,-3.091505265308931,9.127765179408748,-3.8099736310272023,-0.04375316379453231,-0.016332684395432263,-0.02742047939910005,0.0,-0.3834166341005231,-0.006358623636465977,64.8624487174948,-3.404252210749048,-0.03404252210749048,0.22658685992506408,9.322970008850097,-9.779113302105845,3.4693924200610855,0.059500694274902344,0.059500694274902344,0.0,0.0
