Datetime,Open,High,Low,Close,Volume,RSI_14,ATR_50,EMA_20,EMA_50,dist_ema20_pct,dist_ema50_pct,VWAP_20,dist_vwap_pct,MACD_line,MACD_signal,MACD_hist,RVOL_20,ER_Kaufman_10,Gap_pct,ADX_14,ROC_10,Momentum_10,Volatility_20,SMA_10,dist_bb_upper_pct,dist_bb_lower_pct,Candle_Body,Candle_Range,Upper_Wick,Lower_Wick,label,entry_idx
2024-12-27 10:30:00-05:00,20.299999237060547,20.399999618530277,19.600000381469727,19.899999618530277,57819,33.487491401834774,0.468799934387207,20.736113143765436,21.068563472597425,-4.032161280362937,-5.546480924468488,20.774289295953928,-4.20851787018261,-0.1784948738753513,-0.1203410570775102,-0.058153816797841,2.6316591983359543,-0.3731342033895183,-0.0049019795754746,20.066195329778196,-4.096387380576994,-0.0409638738057699,0.2029255130816464,20.69449939727783,-6.986794389681017,-1.5317249003374214,0.3999996185302734,0.7999992370605469,0.1000003814697265,0.2999992370605469,1,2464
2024-12-27 11:30:00-05:00,19.950000762939453,20.05199813842773,19.799999237060547,19.799999237060547,59824,34.63119145812148,0.469839859008789,20.64695943836497,21.01881585551755,-4.102106190660941,-5.79869307022382,20.611509880164387,-3.93717222960363,-0.2311305834244947,-0.1424989623469071,-0.0886316210775876,2.7335118389428565,-0.3959390617209045,0.0025126203702345,23.494372879616208,-4.513892849245504,-0.045138928492455,0.1960647501393555,20.600899314880373,-7.846772808884728,-1.0593622447624615,0.1500015258789062,0.2519989013671875,0.1019973754882812,0.0,1,2465
2024-12-27 12:30:00-05:00,19.799999237060547,19.899999618530277,19.600000381469727,19.892000198364254,24646,30.90255949089743,0.4686797714233398,20.575058558364905,20.974627006217418,-3.319836772580877,-5.161602194557459,20.555568972214985,-3.2281703062935154,-0.262396312415408,-0.1664784323606073,-0.0959178800548007,1.1098177397021245,-0.5774357160245183,0.0,27.39215199740121,-5.725110725663951,-0.0572511072566395,0.1914278369365391,20.480099487304688,-7.665384853921584,0.0272934725173719,0.0920009613037109,0.2999992370605469,0.0079994201660156,0.1999988555908203,1,2466
2024-12-27 13:30:00-05:00,19.864999771118164,20.0,19.799999237060547,19.950000762939453,36245,35.453904471459,0.4646797561645507,20.515529244514862,20.9344455849124,-2.756587338474887,-4.702512029659112,20.48401603516299,-2.6069852284183144,-0.2792751569018321,-0.1890377772688523,-0.0902373796329798,1.5916930704591516,-0.5348813277242637,-0.0013573510444823,29.368021250268896,-5.450226513485768,-0.0545022651348576,0.1830964071006855,20.365099716186524,-7.385290889409024,0.7990555425707245,0.085000991821289,0.2000007629394531,0.0499992370605468,0.0650005340576171,1,2467
2024-12-27 14:30:00-05:00,19.899999618530277,20.0,19.700000762939453,19.850000381469727,35992,32.876746132145385,0.4526797103881836,20.45214554327247,20.891918322032296,-2.944166227101839,-4.987181763312655,20.391576335307946,-2.655880766316639,-0.2972939383471669,-0.2106890094845152,-0.0866049288626516,1.5779320987654322,-0.4999980926586431,-0.0025063229321808,31.64756115056788,-4.796162981794194,-0.0479616298179419,0.1812340697538574,20.265099716186523,-7.772590993355672,0.80167181806061,0.0499992370605468,0.2999992370605469,0.1000003814697265,0.1499996185302734,1,2468
2024-12-27 15:30:00-05:00,19.799999237060547,19.950000762939453,19.700000762939453,19.850000381469727,41350,33.05282559316332,0.4496797180175781,20.39479838500554,20.851058794951413,-2.6712595694809838,-4.800995591284166,20.337279322985808,-2.3959888330065056,-0.308023252147958,-0.2301558580172038,-0.0778673941307541,1.6858456238342283,-0.4594571188202108,-0.0025189492921046,33.623162397493665,-4.106273048858256,-0.0410627304885825,0.1798486133485638,20.180099868774413,-7.734389265105765,1.2574667093507,0.0500011444091796,0.25,0.1000003814697265,0.0999984741210937,1,2469
2024-12-30 09:30:00-05:00,19.899999618530277,20.399999618530277,19.529998779296875,19.97599983215332,60625,26.346881419526667,0.4600797653198242,20.354912808543425,20.816742757194625,-1.8615308252809903,-4.038782315022504,20.28931844296893,-1.5442539959945838,-0.3028679349613057,-0.2446982734060242,-0.0581696615552815,2.226870847000657,-0.3358076508217257,0.0025188532040141,29.359174176003567,-3.071470925958608,-0.030714709259586,0.1824178759253928,20.11679992675781,-6.965083441919482,2.1561501676258046,0.0760002136230468,0.8700008392333984,0.4239997863769531,0.3700008392333984,1,2470
2024-12-30 10:30:00-05:00,19.950000762939453,20.150001525878903,19.911998748779297,19.911998748779297,12768,25.655805751110396,0.4608398056030273,20.31273051713732,20.781262600001867,-1.9728109326313088,-4.182921259185147,20.26302241891624,-1.732336187958054,-0.3004828818795388,-0.2558551951007271,-0.0446276867788117,0.4773298241416437,-0.3546378900466217,-0.001301515289964,25.66371771737881,-3.3398047393357944,-0.0333980473933579,0.1803931438812098,20.047999954223634,-7.221227688624449,2.162172028514112,0.0380020141601562,0.2380027770996093,0.2000007629394531,0.0,1,2471
2025-01-10 10:30:00-05:00,20.299999237060547,20.399999618530277,19.899999618530277,19.950000762939453,62699,27.90701903798727,0.4460799026489258,21.228464999968576,21.179839239616,-6.022405468464232,-5.8066468907667,21.28762687769624,-6.283584931480831,-0.1369720639665885,0.0383451599078264,-0.175317223874415,3.070906250153058,-0.3333326269087371,-0.0024570586472671,27.35068566987076,-5.673753556664174,-0.0567375355666417,0.2646198631069639,21.213200569152832,-11.73176634173241,-1.9641482901016405,0.3499984741210937,0.5,0.1000003814697265,0.0500011444091796,0,2520
2025-01-10 11:30:00-05:00,19.899999618530277,20.05000114440918,19.850000381469727,19.850000381469727,19283,29.629659282018338,0.4453198623657226,21.09718265534964,21.12768869615929,-5.911605801847014,-6.047459014870022,21.206402106522088,-6.396189783816257,-0.2270014530958555,-0.0147241626929099,-0.2122772904029455,0.9222719370197744,-0.4705878723042599,-0.0025063229321808,32.41182146452839,-7.459208972309927,-0.0745920897230992,0.2645214550510756,21.05320053100586,-12.495342132170787,-1.1555514337111406,0.0499992370605468,0.2000007629394531,0.1500015258789062,0.0,0,2521
2025-01-10 12:30:00-05:00,19.845001220703125,20.0,19.799999237060547,19.899999618530277,13304,32.051287067313666,0.4413198852539062,20.9831652232716,21.079544026448342,-5.162069655439933,-5.595682745500126,21.14300453629941,-5.879036329179638,-0.2909618450060272,-0.0699716991555334,-0.2209901458504937,0.6327419212924981,-0.3870963573952511,-0.0002518468851652,36.94556183258783,-5.687198779007519,-0.0568719877900751,0.2653307499460792,20.933200645446775,-12.23939821654695,0.0275020924897804,0.0549983978271484,0.2000007629394531,0.1000003814697265,0.0450019836425781,0,2522
2025-01-10 13:30:00-05:00,19.799999237060547,19.799999237060547,19.299999237060547,19.5,56890,29.76193125284115,0.4483199310302734,20.84191139248383,21.017601123450373,-6.438523642163455,-7.220620062853464,20.900664870720927,-6.70153260379326,-0.3696662601459692,-0.1299106113536206,-0.2397556487923486,2.5080014459913413,-0.7586215514780649,-0.0050251448938023,42.07881094267379,-10.13825200733055,-0.1013825200733055,0.270366941731917,20.713200569152832,-14.392232723076074,-0.5464861875222463,0.2999992370605469,0.5,0.0,0.2000007629394531,0,2523
2025-01-10 14:30:00-05:00,19.299999237060547,19.299999237060547,18.799999237060547,19.049999237060547,142728,27.17392971924268,0.4573199844360351,20.671253091967326,20.94044026516058,-7.843036160864311,-9.0277043088021,20.3140782522106,-6.222674735500214,-0.4630140393061026,-0.196531296944117,-0.2664827423619856,5.29874295557651,-0.770492746445139,-0.0102564493815104,47.30284144208646,-10.98131832362962,-0.1098131832362961,0.2771953785067946,20.478200340270995,-17.072392943270092,-0.993093645710012,0.25,0.5,0.0,0.25,1,2524
2025-01-10 15:30:00-05:00,19.149999618530277,19.198999404907227,18.899999618530277,18.950000762939453,33772,21.59091894291308,0.4581800079345703,20.50732429872658,20.86238381409309,-7.593986973151004,-9.166656448251938,20.20039014722945,-6.189926903275631,-0.53885033670554,-0.2649951048964016,-0.2738552318091383,1.2108326715438906,-0.95257964244529,0.0052493640669119,51.83033454157744,-12.600306907026738,-0.1260030690702673,0.2757941383826783,20.20500049591065,-18.04347228419389,0.0878506743960809,0.1999988555908203,0.2989997863769531,0.0489997863769531,0.0500011444091796,1,2525
2025-01-13 09:30:00-05:00,18.899999618530277,19.700000762939453,18.801000595092773,19.100000381469727,27756,26.19049240943157,0.4631599807739258,20.373293449464025,20.79327073830393,-6.249814597491075,-8.143357426280138,20.07768118576137,-4.86949063114418,-0.5801597131134457,-0.3280280265398104,-0.2521316865736352,0.994621247684198,-0.8666673448355006,-0.0026385827121952,49.95276517330506,-11.981568156947542,-0.1198156815694754,0.2624061232062341,19.945000457763676,-17.172954154643637,1.8782005442454288,0.2000007629394531,0.8990001678466797,0.6000003814697266,0.0989990234375,0,2526
2025-01-13 10:30:00-05:00,19.100000381469727,19.19999885559082,19.0,19.049999237060547,32645,13.698586470880258,0.4591599655151367,20.24726542923512,20.72490715001988,-5.9132241653030135,-8.08161841611786,19.99546320374292,-4.72839242106377,-0.6099017977378871,-0.3844027807794258,-0.2254990169584613,1.1242823637997954,-0.8545462868430398,0.0,48.325538387469,-10.98131832362962,-0.1098131832362961,0.2603108723254952,19.710000228881835,-17.352785227316403,2.6721718611649563,0.0500011444091796,0.1999988555908203,0.0999984741210937,0.0499992370605468,0,2527
2025-01-13 11:30:00-05:00,19.049999237060547,19.100000381469727,19.0,19.0,184204,14.70583615415427,0.4571599960327148,20.12847824549844,20.657263732372044,-5.60637635759085,-8.022668219000092,19.7562027752573,-3.827672675056614,-0.630242096081087,-0.4335706438397581,-0.1966714522413289,4.838738487887656,-0.8571436356527153,0.0,46.91527517307775,-11.214959601645813,-0.1121495960164581,0.2602331261699763,19.470000076293942,-17.529183352002086,3.4018784000216145,0.0499992370605468,0.1000003814697265,0.0500011444091796,0.0,1,2528
