Datetime,Open,High,Low,Close,Volume,RSI_14,ATR_50,EMA_20,EMA_50,dist_ema20_pct,dist_ema50_pct,VWAP_20,dist_vwap_pct,MACD_line,MACD_signal,MACD_hist,RVOL_20,ER_Kaufman_10,Gap_pct,ADX_14,ROC_10,Momentum_10,Volatility_20,SMA_10,dist_bb_upper_pct,dist_bb_lower_pct,Candle_Body,Candle_Range,Upper_Wick,Lower_Wick,SMA,ATR,ER,RVOL,VWAP,ROC,Estructura_OK,label,entry_idx
2023-07-31 09:30:00-04:00,3.930000066757202,4.210000038146973,3.859999895095825,4.130000114440918,129945,47.945205479452056,0.1483040523529052,4.130000114440918,4.130000114440918,0.0,0.0,4.139568596892124,-10.618704314706228,0.0,0.0,0.0,0.1983808247001479,0.0,-0.0043583838707584,100.0,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.2000000476837158,0.3500001430511474,0.0799999237060546,0.0700001716613769,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,0
2023-07-31 10:30:00-04:00,4.111999988555908,4.360000133514404,4.050000190734863,4.359300136566162,77779,47.945205479452056,0.1483040523529052,4.151838211786179,4.13899227217132,4.996869198588778,5.322741621821589,4.139568596892124,-10.618704314706228,0.0182917396567141,0.0036583479313428,0.0146333917253713,0.1983808247001479,0.0,-0.0043583838707584,100.0,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.2473001480102539,0.309999942779541,0.0006999969482421,0.0619997978210449,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,1
2023-07-31 11:30:00-04:00,4.360000133514404,4.380000114440918,4.239999771118164,4.359700202941895,38032,47.945205479452056,0.1483040523529052,4.171634591896248,4.147647485142715,4.508199529531667,5.112602229547544,4.139568596892124,-10.618704314706228,0.0324463359686522,0.0094159455388047,0.0230303904298475,0.1983808247001479,0.0,0.0001605755342171,100.0,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.0002999305725097,0.1400003433227539,0.0199999809265136,0.1197004318237304,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,2
2023-07-31 12:30:00-04:00,4.359899997711182,4.539999961853027,4.329999923706055,4.5,48593,47.945205479452056,0.1483040523529052,4.202907487906129,4.161465230823393,7.068737842761362,8.134989730759424,4.139568596892124,-10.618704314706228,0.0543583671923988,0.0184044298695235,0.0359539373228753,0.1983808247001479,0.0,4.58276395134439e-05,100.0,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.1401000022888183,0.2100000381469726,0.0399999618530273,0.0299000740051269,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,3
2023-07-31 13:30:00-04:00,4.481800079345703,4.525000095367432,4.230000019073486,4.300000190734863,154123,47.945205479452056,0.1483040523529052,4.212154411985056,4.166897974349333,2.085530827166626,3.1942758667210724,4.139568596892124,-10.618704314706228,0.0549520437118786,0.0257139526379945,0.0292380910738841,0.1983808247001479,0.0,-0.0040444268120659,92.40987052562195,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.1817998886108398,0.2950000762939453,0.0432000160217285,0.0700001716613769,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,4
2023-07-31 14:30:00-04:00,4.309999942779541,4.380000114440918,4.25,4.369999885559082,94621,47.945205479452056,0.1483040523529052,4.227187314230201,4.174862755181088,3.3784301643819723,4.674096894223038,4.139568596892124,-10.618704314706228,0.0603749620112727,0.0326461545126502,0.0277288074986225,0.1983808247001479,0.0,0.0023255236281672,85.83175831449435,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.059999942779541,0.1300001144409179,0.0100002288818359,0.059999942779541,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,5
2023-07-31 15:30:00-04:00,4.369999885559082,4.369999885559082,4.230000019073486,4.289999961853027,139863,47.945205479452056,0.1483040523529052,4.2331694711466605,4.179377939756458,1.3425045015023422,2.6468537588877505,4.139568596892124,-10.618704314706228,0.0575538931238615,0.0376277022348924,0.019926190888969,0.1983808247001479,0.0,0.0,78.78679138496103,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.0799999237060546,0.1399998664855957,0.0,0.059999942779541,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,6
2023-08-01 09:30:00-04:00,4.210000038146973,4.260000228881836,3.950000047683716,4.085000038146973,91268,47.945205479452056,0.1483040523529052,4.219058096575262,4.175676845575694,-3.1774404466510746,-2.171547530666731,4.139568596892124,-10.618704314706228,0.0383344988779841,0.0377690615635108,0.0005654373144733,0.1983808247001479,0.0,-0.0186480010297015,73.32133995055207,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.125,0.3100001811981201,0.0500001907348632,0.1349999904632568,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,7
2023-08-01 10:30:00-04:00,4.085000038146973,4.159999847412109,4.039999961853027,4.09499979019165,36311,47.945205479452056,0.1483040523529052,4.207243019776823,4.172513039482203,-2.667857051697636,-1.85771137338786,4.139568596892124,-10.618704314706228,0.0236374095450004,0.0349427311598087,-0.0113053216148082,0.1983808247001479,0.0,0.0,68.5846153740643,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.0099997520446777,0.119999885559082,0.0650000572204589,0.0450000762939453,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,8
2023-08-01 11:30:00-04:00,4.09499979019165,4.119999885559082,3.809999942779541,4.010000228881836,183793,47.945205479452056,0.1483040523529052,4.188457992072538,4.16613998808611,-4.2607031878669455,-3.7478279570726434,4.139568596892124,-10.618704314706228,0.0050726319910818,0.0289687113260633,-0.0238960793349814,0.1983808247001479,0.0,0.0,67.53104955271422,0.0,0.0,0.5280379922764393,4.249900054931641,-21.483748610092647,2.7814239214198286,0.0849995613098144,0.309999942779541,0.0250000953674316,0.2000002861022949,4.249900054931641,0.1483040523529052,0.0,0.1983808247001479,4.139568596892124,0.0,True,0,9
